name,year,km_driven,fuel,seller_type,transmission,owner,age,brand,km_per_year
Tata Nano LX SE,2012,20778,Petrol,Dealer,Manual,First Owner,13,Tata,1598.3076923076924
Tata Nano Cx BSIII,2010,10000,Petrol,Individual,Manual,First Owner,15,Tata,666.6666666666666
Maruti Wagon R LXI Minor,2008,110000,Petrol,Individual,Manual,Third Owner,17,Maruti,6470.588235294118
Maruti Alto LXi,2009,90246,Petrol,Individual,Manual,Third Owner,16,Maruti,5640.375
Maruti Baleno Delta Automatic,2018,7600,Petrol,Individual,Automatic,First Owner,7,Maruti,1085.7142857142858
Tata Safari Storme VX,2015,120000,Diesel,Individual,Manual,First Owner,10,Tata,12000.0
Fiat Punto 1.4 Emotion,2010,100000,Petrol,Individual,Manual,Fourth & Above Owner,15,Fiat,6666.666666666667
Ford Figo 1.2P Titanium MT,2019,12586,Petrol,Dealer,Manual,First Owner,6,Ford,2097.6666666666665
Mahindra Quanto C6,2013,100000,Diesel,Individual,Manual,First Owner,12,Mahindra,8333.333333333334
Mahindra Scorpio 1.99 S10,2016,70000,Diesel,Individual,Manual,First Owner,9,Mahindra,7777.777777777777
Mahindra Bolero DI,2004,110000,Diesel,Individual,Manual,Third Owner,21,Mahindra,5238.0952380952385
Chevrolet Beat LT Option,2015,60000,Petrol,Individual,Manual,First Owner,10,Chevrolet,6000.0
BMW X1 sDrive20d,2012,100000,Diesel,Individual,Automatic,Second Owner,13,BMW,7692.307692307692
Hyundai Verna 1.6 CRDI SX Option,2017,40000,Diesel,Individual,Manual,First Owner,8,Hyundai,5000.0
Chevrolet Sail 1.2 Base,2014,25000,Petrol,Individual,Manual,First Owner,11,Chevrolet,2272.7272727272725
Ford Endeavour 2.5L 4X2 MT,2011,54000,Diesel,Individual,Manual,Second Owner,14,Ford,3857.142857142858
Hyundai Creta 1.4 CRDi Base,2016,80000,Diesel,Individual,Manual,First Owner,9,Hyundai,8888.888888888889
Hyundai Verna 1.6 SX,2014,70000,Diesel,Individual,Manual,Second Owner,11,Hyundai,6363.636363636364
Hyundai Elite i20 Sportz Plus Dual Tone BSIV,2019,15000,Petrol,Individual,Manual,First Owner,6,Hyundai,2500.0
Audi A4 35 TDI Premium Plus,2019,17000,Diesel,Dealer,Automatic,First Owner,6,Audi,2833.3333333333335
Maruti Wagon R Duo Lxi,2010,90000,LPG,Individual,Manual,Second Owner,15,Maruti,6000.0
Toyota Etios GD,2014,140000,Diesel,Individual,Manual,Second Owner,11,Toyota,12727.272727272728
Honda Amaze EX i-Dtech,2015,40000,Diesel,Individual,Manual,Third Owner,10,Honda,4000.0
Maruti Swift ZXI Plus,2018,30000,Petrol,Individual,Manual,First Owner,7,Maruti,4285.714285714285
Maruti Swift 1.3 VXi,2008,60000,Petrol,Individual,Manual,Second Owner,17,Maruti,3529.4117647058824
Honda City i VTEC SV,2014,36000,Petrol,Individual,Manual,First Owner,11,Honda,3272.7272727272725
Mercedes-Benz E-Class E 200 CGI Elegance,2010,119000,Petrol,Dealer,Automatic,First Owner,15,Mercedes-Benz,7933.333333333333
Hyundai Tucson 2.0 e-VGT 2WD AT GL,2018,40000,Diesel,Individual,Automatic,First Owner,7,Hyundai,5714.285714285715
Tata Zest Revotron 1.2T XE,2016,15000,Petrol,Individual,Manual,First Owner,9,Tata,1666.6666666666667
Maruti Alto 800 LXI,2019,50000,Petrol,Individual,Manual,First Owner,6,Maruti,8333.333333333334
Hyundai Grand i10 1.2 Kappa Sportz BSIV,2019,5000,Petrol,Individual,Manual,First Owner,6,Hyundai,833.3333333333334
Chevrolet Spark 1.0 LS,2014,70000,Petrol,Individual,Manual,First Owner,11,Chevrolet,6363.636363636364
Maruti Zen Estilo LXI BSIII,2008,40000,Petrol,Individual,Manual,First Owner,17,Maruti,2352.9411764705883
Renault Captur 1.5 Diesel RXT Mono,2018,40000,Diesel,Individual,Manual,First Owner,7,Renault,5714.285714285715
Maruti Swift Dzire LDI,2018,80000,Diesel,Individual,Manual,First Owner,7,Maruti,11428.57142857143
Renault KWID RXT Optional,2016,23000,Petrol,Individual,Manual,First Owner,9,Renault,2555.5555555555557
Maruti Vitara Brezza ZDi Plus,2018,20000,Diesel,Individual,Manual,First Owner,7,Maruti,2857.1428571428573
Maruti Alto 800 LXI,2013,47000,Petrol,Dealer,Manual,First Owner,12,Maruti,3916.6666666666665
Maruti 800 AC,2008,70000,Petrol,Individual,Manual,Third Owner,17,Maruti,4117.64705882353
Maruti Zen Estilo 1.1 VXI BSIII,2007,80000,Petrol,Individual,Manual,First Owner,18,Maruti,4444.444444444444
Skoda Rapid 1.6 MPI Ambition With Alloy Wheel,2015,23000,Petrol,Individual,Manual,First Owner,10,Skoda,2300.0
Mahindra Bolero Power Plus SLX,2017,50000,Diesel,Individual,Manual,Second Owner,8,Mahindra,6250.0
Tata Tiago XT,2016,41000,Petrol,Dealer,Manual,First Owner,9,Tata,4555.555555555556
Maruti Swift Dzire LXI Option,2014,60000,Petrol,Individual,Manual,Second Owner,11,Maruti,5454.545454545455
Maruti Swift DDiS VDI,2017,120000,Diesel,Individual,Manual,First Owner,8,Maruti,15000.0
Nissan Micra XL,2017,48965,Petrol,Dealer,Manual,First Owner,8,Nissan,6120.625
Maruti Ciaz Zeta BSIV,2019,11000,Petrol,Individual,Manual,First Owner,6,Maruti,1833.3333333333333
Mahindra Bolero Power Plus Plus Non AC BSIV PS,2015,110000,Diesel,Individual,Manual,First Owner,10,Mahindra,11000.0
Maruti Swift Dzire VDI,2019,5000,Diesel,Individual,Manual,First Owner,6,Maruti,833.3333333333334
Maruti Ciaz VDI SHVS,2016,50900,Diesel,Dealer,Manual,First Owner,9,Maruti,5655.555555555556
Volkswagen Polo Diesel Trendline 1.2L,2011,110000,Diesel,Individual,Manual,First Owner,14,Volkswagen,7857.142857142857
Honda Mobilio S i DTEC,2016,50000,Diesel,Individual,Manual,First Owner,9,Honda,5555.555555555556
Honda City i DTEC VX,2014,130000,Diesel,Individual,Manual,First Owner,11,Honda,11818.181818181818
Chevrolet Aveo U-VA 1.2 LT,2008,70000,Petrol,Individual,Manual,Third Owner,17,Chevrolet,4117.64705882353
Chevrolet Beat LS,2016,70000,Petrol,Individual,Manual,Third Owner,9,Chevrolet,7777.777777777777
MG Hector Smart AT,2019,18000,Petrol,Dealer,Automatic,First Owner,6,MG,3000.0
Hyundai Grand i10 Magna,2015,70000,Petrol,Individual,Manual,Second Owner,10,Hyundai,7000.0
Maruti Ertiga SHVS VDI,2016,78000,Diesel,Individual,Manual,Third Owner,9,Maruti,8666.666666666666
Maruti Swift Dzire VDI,2016,65000,Diesel,Dealer,Manual,First Owner,9,Maruti,7222.222222222223
Hyundai i20 Asta 1.4 CRDi,2015,90000,Diesel,Individual,Manual,First Owner,10,Hyundai,9000.0
Maruti Baleno Alpha 1.3,2017,90000,Diesel,Individual,Manual,First Owner,8,Maruti,11250.0
Toyota Etios Cross 1.4L GD,2015,80000,Diesel,Individual,Manual,Second Owner,10,Toyota,8000.0
Maruti Omni MPI STD BSIV,2018,10000,Petrol,Individual,Manual,First Owner,7,Maruti,1428.571428571429
Hyundai EON Era Plus,2015,21000,Petrol,Dealer,Manual,Second Owner,10,Hyundai,2100.0
Maruti Alto 800 VXI,2017,50000,Petrol,Individual,Manual,First Owner,8,Maruti,6250.0
Honda City 1.5 V MT,2011,64000,Petrol,Individual,Manual,Second Owner,14,Honda,4571.428571428572
Maruti Wagon R VXI BS IV,2014,70000,Petrol,Individual,Manual,Second Owner,11,Maruti,6363.636363636364
Mahindra Thar CRDe ABS,2019,15000,Diesel,Individual,Manual,First Owner,6,Mahindra,2500.0
Maruti 800 AC,2002,70000,Petrol,Individual,Manual,Second Owner,23,Maruti,3043.478260869565
Hyundai Grand i10 1.2 CRDi Asta,2019,8000,Diesel,Individual,Manual,First Owner,6,Hyundai,1333.3333333333333
Ford Endeavour 2.5L 4X2,2011,224642,Diesel,Dealer,Manual,Second Owner,14,Ford,16045.857142857143
Maruti Celerio ZDi,2015,120000,Diesel,Individual,Manual,First Owner,10,Maruti,12000.0
Hyundai i10 Sportz,2011,30000,Petrol,Individual,Manual,First Owner,14,Hyundai,2142.8571428571427
Ford Endeavour 3.2 Titanium AT 4X4,2016,106000,Diesel,Individual,Automatic,First Owner,9,Ford,11777.777777777776
Maruti Swift VDI BSIV,2009,120000,Diesel,Individual,Manual,Second Owner,16,Maruti,7500.0
Maruti Baleno Alpha 1.3,2016,60000,Diesel,Individual,Manual,First Owner,9,Maruti,6666.666666666667
Maruti Baleno Delta 1.2,2019,5000,Petrol,Individual,Manual,First Owner,6,Maruti,833.3333333333334
Hyundai i20 1.2 Magna Executive,2016,38365,Petrol,Dealer,Manual,First Owner,9,Hyundai,4262.777777777777
Renault Duster 85PS Diesel RxE,2016,40000,Diesel,Individual,Manual,First Owner,9,Renault,4444.444444444444
Maruti 800 AC,2002,40000,Petrol,Individual,Manual,Fourth & Above Owner,23,Maruti,1739.1304347826087
Maruti Grand Vitara MT,2007,145000,Petrol,Individual,Manual,Third Owner,18,Maruti,8055.555555555556
Mahindra XUV500 W8 2WD,2012,150000,Diesel,Individual,Manual,Second Owner,13,Mahindra,11538.46153846154
Honda City i DTEC VX,2014,100000,Diesel,Individual,Manual,First Owner,11,Honda,9090.90909090909
Hyundai Verna 1.6 CRDI,2011,125000,Diesel,Individual,Manual,Third Owner,14,Hyundai,8928.57142857143
Hyundai Santro Xing XG,2003,110000,Petrol,Individual,Manual,Second Owner,22,Hyundai,5000.0
Mahindra Quanto C4,2016,80000,Diesel,Individual,Manual,Second Owner,9,Mahindra,8888.888888888889
Hyundai Verna 1.6 SX,2013,65000,Diesel,Dealer,Manual,First Owner,12,Hyundai,5416.666666666667
Audi A6 2.0 TDI Premium Plus,2014,34000,Diesel,Dealer,Automatic,Second Owner,11,Audi,3090.909090909091
Toyota Etios GD,2012,185000,Diesel,Individual,Manual,First Owner,13,Toyota,14230.76923076923
Mahindra XUV500 W6 2WD,2013,69000,Diesel,Individual,Manual,First Owner,12,Mahindra,5750.0
Maruti Alto 800 LXI Airbag,2014,50000,Petrol,Individual,Manual,First Owner,11,Maruti,4545.454545454545
Fiat Linea T Jet Emotion,2010,90000,Petrol,Individual,Manual,Second Owner,15,Fiat,6000.0
Nissan Micra Diesel XV,2013,90000,Diesel,Individual,Manual,First Owner,12,Nissan,7500.0
Hyundai Verna 1.6 SX VTVT AT,2011,60000,Petrol,Individual,Automatic,Third Owner,14,Hyundai,4285.714285714285
Maruti Ertiga SHVS VDI,2017,60000,Diesel,Individual,Manual,First Owner,8,Maruti,7500.0
Chevrolet Spark 1.0 PS,2010,73000,Petrol,Individual,Manual,First Owner,15,Chevrolet,4866.666666666667
Honda BRV i-VTEC V MT,2017,43500,Petrol,Individual,Manual,First Owner,8,Honda,5437.5
Hyundai Santro Xing XL eRLX Euro III,2005,90000,Petrol,Dealer,Manual,Second Owner,20,Hyundai,4500.0
Volkswagen Vento 1.5 TDI Highline Plus AT,2017,40219,Diesel,Dealer,Automatic,First Owner,8,Volkswagen,5027.375
Ford Ecosport 1.5 DV5 MT Ambiente,2013,60000,Diesel,Individual,Manual,Second Owner,12,Ford,5000.0
Ford Figo Diesel Titanium,2010,90000,Diesel,Individual,Manual,Third Owner,15,Ford,6000.0
Maruti 800 Std BSII,2004,60000,Petrol,Individual,Manual,Second Owner,21,Maruti,2857.1428571428573
Datsun RediGO T Option,2017,30000,Petrol,Individual,Manual,First Owner,8,Datsun,3750.0
Toyota Innova 2.5 G (Diesel) 7 Seater,2015,65000,Diesel,Individual,Manual,First Owner,10,Toyota,6500.0
Toyota Etios Cross 1.4L GD,2015,80000,Diesel,Individual,Manual,Second Owner,10,Toyota,8000.0
Toyota Corolla Altis D-4D J,2014,234000,Diesel,Individual,Manual,First Owner,11,Toyota,21272.727272727272
Datsun RediGO 1.0 S,2017,15000,Petrol,Individual,Manual,First Owner,8,Datsun,1875.0
Maruti Swift Dzire VXi,2011,100000,Petrol,Individual,Manual,Second Owner,14,Maruti,7142.857142857143
Hyundai Grand i10 Sportz,2016,25000,Petrol,Individual,Manual,First Owner,9,Hyundai,2777.777777777778
Maruti Alto 800 CNG LXI Optional,2019,120000,CNG,Individual,Manual,First Owner,6,Maruti,20000.0
Mahindra Bolero DI,2011,110000,Diesel,Individual,Manual,First Owner,14,Mahindra,7857.142857142857
Maruti Wagon R LX BS IV,2014,40000,Petrol,Dealer,Manual,First Owner,11,Maruti,3636.363636363637
Hyundai EON D Lite Plus,2015,30000,Petrol,Individual,Manual,First Owner,10,Hyundai,3000.0
Ford Figo Aspire 1.5 TDCi Titanium,2017,88635,Diesel,Dealer,Manual,First Owner,8,Ford,11079.375
Tata Nano Lx BSIV,2010,58850,Petrol,Dealer,Manual,First Owner,15,Tata,3923.3333333333335
Maruti Swift Dzire VDI,2017,60000,Diesel,Individual,Manual,First Owner,8,Maruti,7500.0
Mahindra TUV 300 T8,2016,75000,Diesel,Individual,Manual,First Owner,9,Mahindra,8333.333333333334
Toyota Etios GD SP,2011,110000,Diesel,Individual,Manual,Third Owner,14,Toyota,7857.142857142857
Maruti Zen VXi - BS III,2004,80000,Petrol,Individual,Manual,First Owner,21,Maruti,3809.5238095238096
Maruti Ritz LDi,2011,80000,Diesel,Individual,Manual,First Owner,14,Maruti,5714.285714285715
Tata Zest Revotron 1.2T XMS,2015,120000,Petrol,Individual,Manual,Second Owner,10,Tata,12000.0
Maruti Wagon R VXI BSIII,2005,40000,Petrol,Individual,Manual,Second Owner,20,Maruti,2000.0
Tata Nano LX,2013,40000,Petrol,Individual,Manual,First Owner,12,Tata,3333.3333333333335
Chevrolet Tavera LT L1 7 Seats BSIII,2006,200000,Diesel,Individual,Manual,Third Owner,19,Chevrolet,10526.315789473683
Maruti Alto LXi,2009,66764,Petrol,Dealer,Manual,Second Owner,16,Maruti,4172.75
Honda Amaze S i-Dtech,2013,120000,Diesel,Individual,Manual,First Owner,12,Honda,10000.0
Tata Indica Vista Aura 1.2 Safire,2009,80000,Petrol,Individual,Manual,Second Owner,16,Tata,5000.0
Mahindra Renault Logan 1.5 DLE Diesel,2007,110000,Diesel,Individual,Manual,Second Owner,18,Mahindra,6111.111111111111
Chevrolet Beat LT,2013,50000,Petrol,Individual,Manual,First Owner,12,Chevrolet,4166.666666666667
Tata Manza Aura (ABS) Quadrajet BS IV,2012,80000,Diesel,Individual,Manual,Second Owner,13,Tata,6153.846153846154
Hyundai Grand i10 1.2 Kappa Asta,2019,30000,Petrol,Individual,Manual,First Owner,6,Hyundai,5000.0
Maruti Esteem VX,1999,35000,Petrol,Individual,Manual,Second Owner,26,Maruti,1346.1538461538462
Maruti Swift 1.3 VXi,2010,50000,Petrol,Individual,Manual,First Owner,15,Maruti,3333.3333333333335
Tata Indigo LS BSII,2012,110000,Diesel,Individual,Manual,First Owner,13,Tata,8461.538461538461
Maruti Swift Dzire VXI,2015,90000,Petrol,Individual,Manual,First Owner,10,Maruti,9000.0
Ford Fiesta Classic 1.6 Duratec CLXI,2012,38000,Petrol,Individual,Manual,First Owner,13,Ford,2923.076923076923
Ford Figo Aspire Facelift,2018,14681,Diesel,Dealer,Manual,First Owner,7,Ford,2097.285714285714
Hyundai Verna 1.6 SX,2012,35000,Diesel,Individual,Manual,First Owner,13,Hyundai,2692.3076923076924
Tata Nano Lx,2011,15000,Petrol,Individual,Manual,First Owner,14,Tata,1071.428571428571
Maruti Wagon R LXI,2001,117000,Petrol,Individual,Manual,Second Owner,24,Maruti,4875.0
Toyota Etios Liva 1.2 V,2018,10000,Petrol,Individual,Manual,First Owner,7,Toyota,1428.571428571429
Ford Ecosport 1.0 Ecoboost Titanium Optional,2013,100000,Petrol,Individual,Manual,First Owner,12,Ford,8333.333333333334
Maruti Baleno Alpha 1.3,2017,14000,Diesel,Dealer,Manual,First Owner,8,Maruti,1750.0
Tata Indica Vista Aqua 1.3 Quadrajet,2009,120000,Diesel,Individual,Manual,Second Owner,16,Tata,7500.0
Honda Amaze S i-Dtech,2015,110000,Diesel,Individual,Manual,First Owner,10,Honda,11000.0
Ford Fiesta 1.4 SXi TDCi ABS,2008,120000,Diesel,Individual,Manual,Second Owner,17,Ford,7058.823529411765
Maruti Alto K10 LXI,2010,48500,Petrol,Individual,Manual,First Owner,15,Maruti,3233.3333333333335
Tata Nano STD,2013,25000,Petrol,Individual,Manual,Fourth & Above Owner,12,Tata,2083.3333333333335
Maruti Alto LXi BSIII,2008,70000,Petrol,Individual,Manual,Third Owner,17,Maruti,4117.64705882353
Maruti Wagon R LXI BSIII,2005,50000,Petrol,Individual,Manual,Second Owner,20,Maruti,2500.0
Maruti Alto LXi,2007,43826,Petrol,Dealer,Manual,Second Owner,18,Maruti,2434.777777777778
Tata Zest Quadrajet 1.3 XM,2015,100000,Diesel,Individual,Manual,First Owner,10,Tata,10000.0
Chevrolet Spark 1.0 LS,2011,100000,Petrol,Individual,Manual,Third Owner,14,Chevrolet,7142.857142857143
Maruti Ertiga VDI,2012,110000,Diesel,Individual,Manual,Second Owner,13,Maruti,8461.538461538461
Mahindra Xylo H4 ABS,2016,40000,Diesel,Individual,Manual,First Owner,9,Mahindra,4444.444444444444
Chevrolet Sail Hatchback 1.3 TCDi LT ABS,2014,120000,Diesel,Individual,Manual,First Owner,11,Chevrolet,10909.09090909091
Honda City S,2012,50000,Petrol,Individual,Manual,Second Owner,13,Honda,3846.153846153846
Maruti Wagon R LXI Minor,2008,50000,Petrol,Individual,Manual,First Owner,17,Maruti,2941.176470588235
Hyundai Verna CRDi 1.6 SX,2019,25000,Diesel,Individual,Manual,Second Owner,6,Hyundai,4166.666666666667
Maruti Alto LXi,2008,90000,Petrol,Individual,Manual,Second Owner,17,Maruti,5294.117647058823
Hyundai Verna SX,2007,65000,Petrol,Dealer,Manual,First Owner,18,Hyundai,3611.1111111111113
Hyundai EON LPG Magna Plus,2012,170000,LPG,Individual,Manual,Third Owner,13,Hyundai,13076.923076923076
Hyundai i10 Sportz AT,2011,134444,Petrol,Individual,Automatic,Second Owner,14,Hyundai,9603.142857142857
Mahindra Scorpio 2.6 CRDe,2006,222435,Diesel,Individual,Manual,Second Owner,19,Mahindra,11707.105263157897
Tata Sumo Gold EX BSIII,2015,55250,Diesel,Individual,Manual,First Owner,10,Tata,5525.0
Hyundai i20 1.2 Sportz,2011,58000,Petrol,Dealer,Manual,Second Owner,14,Hyundai,4142.857142857143
Hyundai EON Era Plus,2018,15000,Petrol,Individual,Manual,First Owner,7,Hyundai,2142.8571428571427
Ford Figo Diesel Titanium,2010,100000,Diesel,Individual,Manual,Second Owner,15,Ford,6666.666666666667
Volkswagen Jetta 2.0L TDI Highline,2015,52517,Diesel,Dealer,Manual,First Owner,10,Volkswagen,5251.7
Skoda Superb Ambition 2.0 TDI CR AT,2011,130400,Diesel,Dealer,Automatic,Second Owner,14,Skoda,9314.285714285714
Tata Manza Aqua Quadrajet BS IV,2010,80000,Diesel,Individual,Manual,First Owner,15,Tata,5333.333333333333
Toyota Innova 2.5 G4 Diesel 7-seater,2009,190000,Diesel,Individual,Manual,Second Owner,16,Toyota,11875.0
Mahindra TUV 300 T6 Plus,2017,120000,Diesel,Individual,Manual,First Owner,8,Mahindra,15000.0
Mahindra Scorpio S9 BSIV,2019,35000,Diesel,Individual,Manual,First Owner,6,Mahindra,5833.333333333333
Mahindra Scorpio SLE BSIV,2012,90000,Diesel,Individual,Manual,First Owner,13,Mahindra,6923.076923076923
Skoda Rapid 1.5 TDI Ambition,2014,70000,Diesel,Individual,Manual,First Owner,11,Skoda,6363.636363636364
Renault Lodgy 85PS RxL,2015,35000,Diesel,Individual,Manual,First Owner,10,Renault,3500.0
Hyundai i20 1.4 Sportz,2017,35000,Diesel,Individual,Manual,First Owner,8,Hyundai,4375.0
Toyota Etios VD,2016,159000,Diesel,Individual,Manual,First Owner,9,Toyota,17666.666666666668
Maruti Wagon R LXI BS IV,2013,80000,Petrol,Individual,Manual,Second Owner,12,Maruti,6666.666666666667
Mahindra XUV500 W11 AT BSIV,2018,35000,Diesel,Individual,Automatic,First Owner,7,Mahindra,5000.0
Ford Figo Trend,2016,60826,Petrol,Dealer,Manual,First Owner,9,Ford,6758.444444444444
Ford Ecosport 1.5 DV5 MT Titanium,2014,75000,Diesel,Individual,Manual,Second Owner,11,Ford,6818.181818181818
Hyundai Getz GLS,2007,120000,Petrol,Individual,Manual,Fourth & Above Owner,18,Hyundai,6666.666666666667
Hyundai Verna 1.6 CRDI,2012,26000,Diesel,Individual,Manual,First Owner,13,Hyundai,2000.0
Maruti Swift Dzire VDI,2014,100000,Diesel,Individual,Manual,Second Owner,11,Maruti,9090.90909090909
Maruti Zen Estilo Sports,2008,120000,Petrol,Individual,Manual,First Owner,17,Maruti,7058.823529411765
Maruti Vitara Brezza ZDi Plus,2016,65000,Diesel,Individual,Manual,First Owner,9,Maruti,7222.222222222223
Toyota Innova 2.5 Z Diesel 7 Seater BS IV,2014,173000,Diesel,Individual,Manual,Third Owner,11,Toyota,15727.272727272728
Maruti Ciaz ZDi Plus SHVS,2017,51500,Diesel,Individual,Manual,Second Owner,8,Maruti,6437.5
MG Hector Sharp Diesel MT BSIV,2019,14000,Diesel,Dealer,Manual,First Owner,6,MG,2333.3333333333335
Maruti Omni E 8 Str STD,2001,70000,Petrol,Individual,Manual,Third Owner,24,Maruti,2916.6666666666665
Mahindra KUV 100 mFALCON G80 K2,2016,25000,Petrol,Individual,Manual,First Owner,9,Mahindra,2777.777777777778
Maruti Swift 1.3 VXi,2006,66508,Petrol,Individual,Manual,Second Owner,19,Maruti,3500.4210526315787
Hyundai i10 Magna,2009,67067,Petrol,Dealer,Manual,First Owner,16,Hyundai,4191.6875
Toyota Corolla Altis 1.8 GL,2019,20000,Petrol,Individual,Manual,First Owner,6,Toyota,3333.3333333333335
Maruti Alto 800 LXI,2013,42000,Petrol,Individual,Manual,Third Owner,12,Maruti,3500.0
Hyundai Grand i10 1.2 Kappa Magna BSIV,2019,9400,Petrol,Individual,Manual,First Owner,6,Hyundai,1566.6666666666667
Chevrolet Aveo 1.6 LT with ABS,2010,120000,Petrol,Individual,Manual,Second Owner,15,Chevrolet,8000.0
Maruti Swift ZXI ABS,2009,60000,Petrol,Individual,Manual,Second Owner,16,Maruti,3750.0
Hyundai Verna 1.6 i ABS,2009,60000,Petrol,Individual,Manual,First Owner,16,Hyundai,3750.0
Hyundai EON Magna Plus,2015,32000,Petrol,Dealer,Manual,First Owner,10,Hyundai,3200.0
Hyundai EON Era Plus,2014,50000,Petrol,Individual,Manual,First Owner,11,Hyundai,4545.454545454545
Hyundai i20 1.2 Asta,2011,74113,Petrol,Dealer,Manual,First Owner,14,Hyundai,5293.785714285715
Hyundai EON Era Plus,2015,70000,Petrol,Individual,Manual,First Owner,10,Hyundai,7000.0
Maruti Alto 800 LXI,2014,40000,Petrol,Individual,Manual,First Owner,11,Maruti,3636.363636363637
Chevrolet Spark 1.0 LS,2009,44800,Petrol,Individual,Manual,Second Owner,16,Chevrolet,2800.0
Skoda Rapid 1.5 TDI AT Style BSIV,2017,82080,Diesel,Individual,Automatic,First Owner,8,Skoda,10260.0
Volkswagen Polo 1.0 MPI Trendline,2012,49000,Petrol,Dealer,Manual,First Owner,13,Volkswagen,3769.230769230769
Ford Ikon 1.8 D,2005,92645,Diesel,Dealer,Manual,Fourth & Above Owner,20,Ford,4632.25
Hyundai Santro Xing XS,2009,68000,Petrol,Individual,Manual,Second Owner,16,Hyundai,4250.0
Mahindra Xylo D4,2015,50000,Diesel,Individual,Manual,Second Owner,10,Mahindra,5000.0
Maruti Omni E MPI STD BS IV,2014,60516,Petrol,Individual,Manual,First Owner,11,Maruti,5501.454545454545
Tata Manza Aura Quadrajet BS IV,2011,97000,Diesel,Individual,Manual,Second Owner,14,Tata,6928.571428571428
